,Data,transitivity,grauMedio,average_path_length,modularity,global_average_link_distance,eccentricity,eigenvector,coreness,links,oni,flag
397,1983-02-01,0.8054668514480331,35.959119496855344,23.89129494143798,0.7558217926136974,0.00033952536420345936,29.39491614255765,0.038266816393944865,23.91928721174004,137220,1.92,1
398,1983-03-01,0.808053574320075,36.0062893081761,18.40051066803261,0.7510403333958384,0.00034777074941973386,29.91666666666667,0.03848466095673605,24.134564989517823,137400,1.54,1
399,1983-04-01,0.7555575716446429,34.88181341719078,15.262396129436723,0.7743717732768712,0.0003297215904636907,19.87093815513627,0.03505882815479163,22.678852201257858,133109,1.29,1
400,1983-05-01,0.6856705844078594,31.93946540880503,15.095957210836193,0.8003738399774011,0.00022922095626230678,19.194575471698112,0.028166922737748012,19.83818134171908,121881,1.06,1
401,1983-06-01,0.6025688065941683,28.752882599580712,15.361585632036595,0.8282438637210412,0.00014944035605018018,20.35927672955975,0.019821002400241924,17.35324947589099,109721,0.72,1
402,1983-07-01,0.6099284900044893,27.77646750524109,15.829221745846894,0.8319322782944721,0.00013857413587975025,20.61255241090147,0.017168525084133513,16.978118448637318,105995,0.31,0
403,1983-08-01,0.6247792490714743,27.40749475890985,15.992376689806859,0.8370780039203591,0.00013224599204154894,21.056603773584907,0.01724472210224752,16.832940251572328,104587,-0.08,0
404,1983-09-01,0.6245226591866515,27.394654088050316,23.948975332878934,0.8235208019621149,0.00013918259161109525,21.04337002096436,0.01834625045047783,16.827830188679247,104538,-0.46,0
405,1983-10-01,0.6339768167515635,27.995545073375265,18.28487090063783,0.8248823020677041,0.00016004990225027932,22.22379454926625,0.020677194763257724,17.233621593291403,106831,-0.81,0
406,1983-11-01,0.6535151499187529,28.791142557651987,22.64774207984809,0.8276370549716194,0.00018372523436659962,22.59997379454927,0.023304594343602613,17.85272536687631,109867,-1.0,0
407,1983-12-01,0.6410842610608883,29.50157232704403,16.008458581033395,0.8208751099351274,0.00020337644949822435,20.640592243186585,0.024331464862102626,18.14845387840671,112578,-0.91,0
408,1984-01-01,0.6296059554499109,29.66063941299791,16.897483768485987,0.8259678285565916,0.00019977115392957252,23.07638888888889,0.023644774529128942,18.214098532494763,113185,-0.6,0
409,1984-02-01,0.6043727498906499,28.472222222222218,16.43254034973202,0.8289826087177509,0.00018588851629477206,22.74475890985325,0.02152336794659489,17.363993710691823,108650,-0.42,0
410,1984-03-01,0.5754796356047176,28.30660377358491,20.24418256850917,0.8310971110388216,0.00020121926167406912,21.83162997903564,0.02172118597353596,17.17596960167715,108018,-0.34,0
411,1984-04-01,0.5785529672015087,27.75183438155136,28.239830080437105,0.8322733928317234,0.0002032665337625648,22.42348008385744,0.01870939179544509,16.802672955974842,105901,-0.43,0
